accn,name,hccf_feed,hccf_large,hccf_small,hccf_mab,hccf_spf1,hccf_spf2,pavin_feed,pavin_large,pavin_small,pavin_mab
NP_001230909.1,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase [Cricetulus griseus]",0.3084912110545935,44.640144695351324,2.4742091696860586,0.0,2.526375991248957,0.0,0.0,0.0,0.0,0.0
NP_001230921.1,disintegrin and metalloproteinase domain-containing protein 17 precursor [Cricetulus griseus],21.77546163051242,67.13103027060909,28.834575612056344,1.4383108951450843,16.46302680036181,48.6611608803639,0.0,53.21318390889436,8.808893778515833,0.0
NP_001230924.2,MHC class I antigen Hm1-C2 precursor [Cricetulus griseus],0.9692965582829733,19.575620467769344,5.47159395877573,0.0,3.7332988576441783,0.0,0.0,13.79425299701628,3.3848452447745787,0.0
NP_001230935.1,carbonyl reductase 2 [Cricetulus griseus],2.0424390701877813,33.55407495734915,11.5585026990592,0.0,21.77522034603718,10.319524219476033,0.0,17.617044594714695,0.0,0.0
NP_001230936.1,carbonyl reductase [NADPH] 3 [Cricetulus griseus],0.5857069019598412,37.07093949795053,4.646790522509154,0.0,35.039610274048734,24.48587936884122,0.0,22.751988308174184,4.818177263907793,0.0
NP_001230949.1,apoptosis regulator BAX [Cricetulus griseus],0.6335294669376516,4.8465904321286954,1.2850413412484984,0.0,5.731714785318268,4.581283583796521,0.0,0.0,0.0,0.0
NP_001230962.1,40S ribosomal protein SA [Cricetulus griseus],5.553258440285353,80.97927363144356,30.55245507509612,0.0,2.2029013867594758,22.66293867097626,0.8543233580602804,64.03866302521045,10.695014945069904,0.0
NP_001230968.1,elongation factor 2 [Cricetulus griseus],333.2751331539463,2795.7576181510076,1407.2271047054185,225.52120535434483,351.48832006105215,404.68636777289703,21.621029379861028,1763.5133398324049,321.5250074218555,0.0
NP_001230972.1,40S ribosomal protein S2 [Cricetulus griseus],8.687895194627654,28.929569366873544,12.484174930894094,0.0,0.0,8.879173321297602,0.0,28.950214621291632,5.923540166212529,0.0
NP_001230974.1,adenylosuccinate lyase [Cricetulus griseus],14.347811026979869,15.157454455507052,19.059890185414147,6.20336663044983,0.0,0.0,0.0,2.3675955169501157,0.0,0.0
NP_001230975.1,caspase-3 [Cricetulus griseus],0.5418559967971383,20.5317881431231,6.980691115767558,0.28561820067387417,3.2346762858123825,11.872555947005365,0.15969339297297286,6.420357354614395,1.4654314643158495,0.0
NP_001230979.1,L-lactate dehydrogenase A chain [Cricetulus griseus],188.02463159054238,5628.1583859556395,1695.845476022464,15.179580983921063,44.903710835203626,103.46441688990768,0.11829096147372094,15.68108655808349,2.927208193018669,0.0
NP_001231002.1,cold-inducible RNA-binding protein [Cricetulus griseus],4.6771667803244155,0.0,0.0,0.0,6.854523063517995,49.895326773202044,0.0,0.0,0.0,0.0
NP_001231196.1,aminoacyl tRNA synthase complex-interacting multifunctional protein 1 [Cricetulus griseus],4.755027182646683,32.31153857865737,12.55472120067525,0.1605254898391134,1.5984757434367662,0.0,0.0,2.1082674344960193,0.0,0.0
NP_001231216.1,retinoic acid receptor responder protein 2 precursor [Cricetulus griseus],14.80872934014476,45.50060375485484,15.478433589985853,0.7144109454046353,10.16435520244343,266.1293456132472,0.0,25.619399590012463,6.308727227354133,0.0
NP_001231331.1,elongation factor 1-alpha 1 [Cricetulus griseus],266.1740252136535,2179.9994339532054,1184.5654619282236,39.15517724986698,68.95507904270623,534.6730412996095,28.065507151108847,1736.7368081496702,778.7127007029405,0.0
NP_001231779.1,adenosine kinase [Cricetulus griseus],6.271348266392108,54.997298106929044,26.82148247912089,0.40623594813636604,2.9279110288500654,0.0,0.34500252022610844,27.4675983681553,8.065961429269425,0.0
NP_001231780.1,astrocytic phosphoprotein PEA-15 [Cricetulus griseus],1.4391276087634945,0.0,0.0,0.3442916066119412,8.75407706384194,4.024235723213763,0.0,0.9376560243234532,0.0,0.0
